Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver,Deliver_Plan,Plan_Type,Created_At
5/14/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,188393420.4,,,18:20.0
3/9/2022,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2241141535,,,18:20.0
2/16/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,11185185.17,,,18:20.0
12/19/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,62749185,,,18:20.0
9/28/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,53097800,,,18:20.0
2/16/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,463661830,,,18:20.0
1/13/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,222000,,,18:20.0
5/3/2024,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,188168323.6,,,18:20.0
5/13/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,176300054,,,18:20.0
10/14/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,3052400,,,18:20.0
12/14/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,8399995540,,,18:20.0
7/7/2022,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,44422800,,,18:20.0
2/28/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,380317264,,,18:20.0
6/10/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,6220000,,,18:20.0
3/30/2024,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,1140000,,,18:20.0
5/16/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,28748560,,,18:20.0
11/5/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,142535110,,,18:20.0
1/20/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,101725600,,,18:20.0
7/26/2024,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2046710923,,,18:20.0
4/21/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,4846800,,,18:20.0
8/13/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,435600,,,18:20.0
1/3/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,3056000,,,18:20.0
2/15/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,3215000,,,18:20.0
11/27/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,13433900,,,18:20.0
2/24/2023,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6559963765,,,18:20.0
2/14/2025,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,3849737090,,,18:20.0
8/4/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,96568200,,,18:20.0
12/20/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,3049177770,,,18:20.0
8/31/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,26847000,,,18:20.0
4/2/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,58556000,,,18:20.0
4/5/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,100097100,,,18:20.0
7/24/2021,BH2,L4,4- SP LOCAL,Local,A004,B019,4100000,,,18:20.0
10/17/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,998509750,,,18:20.0
2/29/2024,BH1,L5,5- SP IOT,IoT,A005,B013,8869600,,,18:20.0
6/4/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,411061720,,,18:20.0
7/30/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,18442777.79,,,18:20.0
6/21/2024,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,2066000,,,18:20.0
1/3/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,827306600,,,18:20.0
1/9/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1431263900,,,18:20.0
6/18/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,51384000,,,18:20.0
7/4/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,6762960,,,18:20.0
8/5/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,229469100,,,18:20.0
10/3/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,4116000,,,18:20.0
6/30/2024,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,259132287,,,18:20.0
9/9/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,31499970,,,18:20.0
7/1/2024,BH2,L4,4- SP LOCAL,Local,A004,B019,,10169783.72,Quy,18:20.0
2/26/2025,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,970928245,,,18:20.0
11/1/2024,BH1,L1,1- SP Công ngh? n?n,,A001,,,0,Thang,18:20.0
10/28/2023,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1057155745,,,18:20.0
1/22/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,890588035.6,,,18:20.0
11/26/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,16092000,,,18:20.0
9/23/2020,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,330562760,,,18:20.0
7/19/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1713907050,,,18:20.0
1/23/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,319519900,,,18:20.0
8/17/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,49871500,,,18:20.0
1/1/2025,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,,6000000000,Quy,18:20.0
7/19/2023,BH2,L5,5- SP IOT,IoT,A005,B013,7173911,,,18:20.0
3/28/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,46371400,,,18:20.0
8/14/2023,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1159443035,,,18:20.0
10/19/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,94176300,,,18:20.0
10/13/2021,BH2,L4,4- SP LOCAL,Local,A004,B019,2800000,,,18:20.0
7/2/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,3296500,,,18:20.0
3/20/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,950293600,,,18:20.0
9/22/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,4609133.092,,,18:20.0
7/31/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,64515000,,,18:20.0
9/28/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,3520000,,,18:20.0
6/24/2022,BH2,L5,5- SP IOT,IoT,A005,B013,9914850,,,18:20.0
12/19/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,997740679,,,18:20.0
4/9/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6135140,,,18:20.0
8/18/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,7737400,,,18:20.0
12/12/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,611915625,,,18:20.0
4/25/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4613709680,,,18:20.0
8/15/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,117649400,,,18:20.0
2/2/2023,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,6700800,,,18:20.0
8/2/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1487348700,,,18:20.0
7/10/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,174715304,,,18:20.0
1/17/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,11676000,,,18:20.0
3/7/2022,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,45826000,,,18:20.0
12/14/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,695813582,,,18:20.0
11/2/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1884100,,,18:20.0
9/8/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,99732900,,,18:20.0
6/25/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,79494825,,,18:20.0
8/1/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,3418776,,,18:20.0
10/26/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,3638643400,,,18:20.0
8/18/2023,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,119500,,,18:20.0
5/28/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,15365100,,,18:20.0
2/8/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,88070200,,,18:20.0
1/10/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1025924,,,18:20.0
6/13/2020,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,34285400,,,18:20.0
11/1/2024,CTY,L4,4- SP LOCAL,,A004,,,,Thang,18:20.0
7/13/2022,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,777784,,,18:20.0
8/4/2023,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,322222,,,18:20.0
11/14/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,221039000,,,18:20.0
6/21/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,19180000,,,18:20.0
10/1/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,,800000000,Thang,18:20.0
9/30/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2800566100,,,18:20.0
1/13/2024,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,73800,,,18:20.0
6/3/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,60387096,,,18:20.0
4/2/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,272881711.1,,,18:20.0
4/24/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,41771400,,,18:20.0
6/1/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,136820900,,,18:20.0
8/24/2023,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,7136000,,,18:20.0
12/16/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,220703520,,,18:20.0
12/20/2020,BH1,L5,5- SP IOT,IoT,A005,B013,2271000,,,18:20.0
11/5/2024,BH2,L5,5- SP IOT,IoT,A005,B013,15500900,,,18:20.0
10/1/2023,BH2,L5,5- SP IOT,IoT,A005,B013,,547825000,Thang,18:20.0
3/5/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,67782000,,,18:20.0
3/7/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1157286644,,,18:20.0
6/30/2020,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,35833780,,,18:20.0
1/4/2024,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,13020000,,,18:20.0
12/26/2020,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,3325600,,,18:20.0
10/23/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,511130532,,,18:20.0
8/23/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,5599258,,,18:20.0
5/4/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,11640000,,,18:20.0
7/26/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,2284757273,,,18:20.0
2/28/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,23100000,,,18:20.0
2/8/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,402145565,,,18:20.0
1/5/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,96319100,,,18:20.0
3/24/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,17614200,,,18:20.0
11/1/2023,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,81702504,,,18:20.0
6/19/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,50070180,,,18:20.0
10/21/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,272273200,,,18:20.0
1/1/2025,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,,4000000000,Thang,18:20.0
3/21/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6614431430,,,18:20.0
12/1/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,18738000,,,18:20.0
12/15/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2798003474,,,18:20.0
10/12/2021,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,30191500,,,18:20.0
1/7/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,32385000,,,18:20.0
3/27/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,11448000,,,18:20.0
9/16/2022,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,226127721,,,18:20.0
10/25/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,131658794,,,18:20.0
1/27/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,558556770,,,18:20.0
10/20/2020,BH2,L5,5- SP IOT,IoT,A005,B013,108000,,,18:20.0
11/3/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,121742000,,,18:20.0
4/16/2021,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,4632200,,,18:20.0
2/26/2024,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,72410000,,,18:20.0
9/21/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,12754700,,,18:20.0
3/16/2021,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,1555135904,,,18:20.0
2/17/2024,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,5184000,,,18:20.0
12/28/2020,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,546076780,,,18:20.0
11/1/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6038271698,,,18:20.0
11/17/2020,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,66912000,,,18:20.0
7/14/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1485500,,,18:20.0
11/11/2020,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,13555080,,,18:20.0
6/29/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2236852160,,,18:20.0
3/12/2024,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,5700000,,,18:20.0
11/2/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,240064202,,,18:20.0
6/14/2023,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5863132762,,,18:20.0
11/18/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,6825600,,,18:20.0
10/16/2021,BH2,L5,5- SP IOT,IoT,A005,B013,880000,,,18:20.0
2/23/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,2126168652,,,18:20.0
12/9/2022,BH1,L5,5- SP IOT,IoT,A005,B013,9698728.5,,,18:20.0
12/2/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,567094056,,,18:20.0
12/27/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,6121600,,,18:20.0
12/25/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,333758620,,,18:20.0
9/30/2020,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2137528540,,,18:20.0
10/23/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,27843700,,,18:20.0
10/14/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,203814762,,,18:20.0
1/13/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,490187562,,,18:20.0
4/15/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,18208800,,,18:20.0
2/18/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,493243450,,,18:20.0
3/29/2021,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,5420000,,,18:20.0
3/11/2021,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,16522700,,,18:20.0
12/4/2020,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3644775810,,,18:20.0
2/1/2025,BH1,L3,3- SP SMART,,A003,,,0,Thang,18:20.0
12/7/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,20974000,,,18:20.0
5/10/2023,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,233680,,,18:20.0
4/8/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2680475853,,,18:20.0
10/2/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,8975400,,,18:20.0
4/22/2021,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,13131000,,,18:20.0
9/27/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,15722556,,,18:20.0
2/24/2025,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,146345311,,,18:20.0
6/26/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,16990200,,,18:20.0
3/10/2022,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,187175200,,,18:20.0
6/15/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,93012400,,,18:20.0
12/29/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,16511000,,,18:20.0
3/25/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,15863240,,,18:20.0
12/30/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,150174000,,,18:20.0
4/20/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1176742833,,,18:20.0
5/8/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,5712000,,,18:20.0
12/30/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,1365492800,,,18:20.0
6/4/2024,BH2,L5,5- SP IOT,IoT,A005,B013,570370.5,,,18:20.0
11/25/2020,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,2764000,,,18:20.0
7/22/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,350454170,,,18:20.0
4/25/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,5895555,,,18:20.0
3/11/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,35185200,,,18:20.0
12/16/2024,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,4683000,,,18:20.0
8/21/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,3667200,,,18:20.0
6/7/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,7714668500,,,18:20.0
1/22/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,120924500,,,18:20.0
1/15/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5247091600,,,18:20.0
5/17/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4309036754,,,18:20.0
6/30/2023,BH2,L5,5- SP IOT,IoT,A005,B013,69012229,,,18:20.0
6/2/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1253933.335,,,18:20.0
10/19/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,67660375,,,18:20.0
8/8/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,706194914,,,18:20.0
4/16/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,263060196,,,18:20.0
1/14/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,140788811.1,,,18:20.0
7/23/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,602601500,,,18:20.0
9/20/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,60484000.01,,,18:20.0
1/14/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,2924400,,,18:20.0
3/26/2024,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2589850.95,,,18:20.0
3/9/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,192422800,,,18:20.0
8/31/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2299000,,,18:20.0
4/13/2024,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,31408000,,,18:20.0
12/5/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,842652865,,,18:20.0
9/5/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,0,,,18:20.0
1/6/2025,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,373457830,,,18:20.0
1/15/2025,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3143800941,,,18:20.0
5/24/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,30763200,,,18:20.0
12/9/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,343347600,,,18:20.0
10/1/2023,CTY,L4,4- SP LOCAL,,A004,,,0,Thang,18:20.0
4/2/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,19600000,,,18:20.0
10/14/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,78301940,,,18:20.0
6/9/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,134579628.7,,,18:20.0
11/16/2023,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,486666515,,,18:20.0
10/5/2022,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,13058000,,,18:20.0
3/14/2024,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,2587000,,,18:20.0
4/28/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,61643620,,,18:20.0
10/3/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3749323988,,,18:20.0
8/21/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,153378060,,,18:20.0
3/21/2022,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,6200000,,,18:20.0
10/10/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,35546128,,,18:20.0
6/11/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,29809500,,,18:20.0
11/22/2023,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,1226045184,,,18:20.0
8/22/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,4680000,,,18:20.0
10/21/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,102640248,,,18:20.0
11/10/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,86934000,,,18:20.0
7/20/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1666825920,,,18:20.0
10/5/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,10424800,,,18:20.0
12/26/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1207517715,,,18:20.0
2/27/2021,BH2,L5,5- SP IOT,IoT,A005,B013,216000,,,18:20.0
7/10/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,37389000,,,18:20.0
12/22/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,272674000,,,18:20.0
6/6/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,79715220,,,18:20.0
5/2/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,31338600,,,18:20.0
8/23/2023,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2192446586,,,18:20.0
5/6/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,119625581,,,18:20.0
1/9/2025,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6027000,,,18:20.0
9/12/2024,PXK,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,702476736,,,18:20.0
10/5/2020,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3854034518,,,18:20.0
7/13/2023,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,998021241,,,18:20.0
11/14/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,63308200,,,18:20.0
10/16/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,250859520,,,18:20.0
8/17/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,33314772,,,18:20.0
12/31/2023,BH1,L5,5- SP IOT,IoT,A005,B013,10289000,,,18:20.0
1/3/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,32740000,,,18:20.0
5/14/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,339251100,,,18:20.0
7/26/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,4711600,,,18:20.0
